Id,MSZoning,LotArea,LotShape,LotConfig,Neighborhood,Condition1,BldgType,OverallQual,OverallCond,YearBuilt,RoofMatl,Exterior1st,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,TotalBsmtSF,HeatingQC,CentralAir,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageCars,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,MiscVal,SaleType,SaleCondition,LogSalePrice
738,2,10463,0,1,8,0,0,8,5,106,0,2,2,1,1,2,4,1,6,893,0,1,1801,2,1,3,2,8,6,1,0,3,0,116,0,0,0,0,8,0,12.387977448827787
739,2,10800,3,4,7,0,1,5,5,88,0,2,3,1,1,2,1,0,2,1200,1,1,1200,6,0,3,3,5,6,0,1,0,120,0,0,0,0,0,8,1,12.095141084822892
740,2,9313,0,4,5,0,0,7,5,105,0,2,2,1,1,2,4,1,6,864,0,1,1728,2,1,3,2,7,6,0,0,2,187,56,0,0,0,0,8,0,12.154779351142624
741,1,9600,3,4,17,0,0,5,6,14,0,2,3,1,0,2,0,1,6,264,0,1,1432,2,0,2,3,7,6,0,2,2,270,0,112,0,0,0,8,1,11.790557201568507
742,2,6768,0,4,19,1,0,6,6,62,0,2,3,1,1,2,4,1,2,912,1,1,912,2,1,3,2,5,6,0,2,1,168,0,0,0,0,0,8,0,11.863582336583399
743,2,8450,3,4,20,0,0,7,5,101,0,2,3,1,1,2,4,1,6,1349,0,1,1349,2,0,3,3,6,6,0,0,2,120,55,0,0,0,0,8,0,12.095141084822892
744,2,12886,0,4,19,0,0,5,6,64,0,2,3,1,1,2,4,1,0,520,0,1,1464,2,1,3,3,6,3,1,0,2,302,0,0,0,100,0,8,0,12.072541252905651
745,2,5395,0,4,22,0,1,8,5,94,0,2,2,1,1,2,4,1,2,1337,1,1,1337,3,0,2,2,5,6,1,0,2,96,0,70,168,0,0,8,0,12.100712129872347
746,2,8963,0,4,14,0,0,8,5,77,0,2,0,1,1,2,1,1,2,1142,0,1,2715,3,2,4,2,11,6,2,2,2,0,204,0,0,0,0,8,0,12.610870864650634
747,2,8795,0,4,8,0,0,7,5,101,0,2,2,1,1,2,4,1,2,952,0,1,2256,2,1,4,2,8,6,1,2,2,224,54,0,0,0,0,8,0,12.371587084007746
748,1,11700,0,0,17,0,0,7,6,2,0,2,2,1,1,2,0,1,6,1240,1,0,2640,1,1,4,2,8,6,1,2,4,181,0,386,0,0,0,8,0,12.491172637278908
749,2,10593,0,4,15,0,0,7,5,97,0,2,2,1,1,2,4,1,2,1720,0,1,1720,3,0,3,2,7,6,1,0,2,240,56,154,0,0,0,8,0,12.46997418931655
750,2,8405,3,4,7,0,0,4,3,46,0,2,3,1,2,1,2,2,4,0,1,0,1529,2,0,4,3,9,4,0,2,1,92,0,185,0,0,0,8,0,11.49272275765271
751,1,8800,3,0,17,0,0,4,6,14,0,2,3,1,0,2,0,1,6,576,1,1,1140,1,0,3,3,7,3,0,1,0,0,160,0,0,0,0,8,0,11.477298287327077
752,2,7750,3,4,8,2,0,7,5,104,0,2,2,1,1,2,4,1,6,660,0,1,1320,2,1,3,2,6,6,0,0,2,0,48,0,0,0,0,8,0,11.99535161421452
753,2,9236,0,4,5,0,0,6,5,98,0,2,3,1,1,2,4,0,2,1479,0,1,1494,3,0,3,2,6,6,0,0,2,168,27,0,0,0,0,8,0,12.287652632522597
754,2,10240,3,4,16,0,0,8,5,106,0,2,2,1,1,2,4,1,6,1030,1,1,2098,2,1,3,0,8,6,1,0,3,192,52,0,0,0,0,8,0,12.526342907575106
755,2,7930,3,4,12,0,0,6,6,70,0,2,3,1,1,2,4,1,2,1026,1,1,1026,2,0,3,2,5,6,0,2,2,171,48,0,0,0,0,8,0,11.957611286231675
756,1,3230,3,4,21,0,1,6,5,100,0,2,3,1,1,2,4,1,2,729,1,1,1471,2,1,3,3,6,6,0,2,2,0,24,0,0,0,0,8,0,12.058152515453552
757,2,10769,0,4,5,0,0,8,5,108,0,2,2,1,1,2,4,1,2,866,0,1,1768,2,1,3,2,7,6,0,0,2,144,105,0,0,0,0,8,0,12.26434155365415
758,2,11616,0,1,19,0,0,6,5,79,0,2,3,1,1,2,4,1,5,672,1,1,1386,2,1,3,3,6,6,1,0,2,335,0,0,0,0,0,8,1,11.976030352524807
759,1,2280,3,4,21,0,1,7,5,100,0,2,3,1,1,2,4,1,0,744,1,1,1501,2,1,3,3,6,6,0,2,2,0,0,0,0,0,0,8,0,12.097373228606832
760,2,12257,0,4,15,0,0,8,5,96,0,2,2,1,1,2,4,1,3,1318,0,1,2531,2,1,4,2,9,6,1,0,3,222,98,0,0,0,0,8,0,12.577636201962656
761,2,9100,3,4,12,0,0,6,6,60,0,2,3,1,1,2,4,1,5,864,0,1,864,1,0,2,3,5,6,0,2,1,0,0,0,0,0,450,8,0,11.755871643580617
762,1,6911,3,2,3,1,0,5,5,28,0,2,3,1,1,2,4,1,3,1145,1,1,1301,1,0,2,1,5,2,0,2,2,0,0,0,0,0,0,8,0,11.512925464970229
763,1,8640,3,4,21,0,0,7,5,110,0,2,3,1,1,2,4,1,2,756,0,1,1547,2,1,3,2,7,6,0,0,2,169,45,0,0,0,0,2,0,12.279323107269766
764,2,9430,3,4,15,0,0,8,5,100,0,2,2,1,1,2,4,1,2,1252,0,1,2365,3,1,3,2,8,6,1,0,3,0,128,0,0,180,0,8,0,12.727838209334498
765,2,9549,0,1,24,0,1,8,5,96,0,1,2,1,1,2,1,1,3,1494,0,1,1494,2,1,2,0,6,6,1,0,2,0,30,0,0,216,0,8,0,12.506177237980511
766,2,14587,0,4,21,0,0,9,5,109,0,2,2,1,1,2,4,1,6,1498,0,1,1506,2,0,2,0,6,6,1,0,2,0,174,0,0,0,0,6,1,12.484204257170104
767,2,10421,3,4,14,0,0,7,5,89,0,2,3,1,1,2,4,1,2,980,1,1,1714,2,1,3,3,7,6,1,0,2,228,66,156,0,0,500,8,0,12.188417710291453
768,2,12508,0,4,11,0,0,6,6,43,0,2,3,1,1,2,4,1,0,983,0,1,1750,3,0,4,3,7,4,0,0,1,245,0,156,0,0,1300,8,0,11.982929094215963
769,2,9100,3,4,5,0,0,7,5,105,0,2,2,1,1,2,4,1,2,1860,0,1,1836,2,0,3,2,8,6,1,0,2,120,33,0,0,0,0,8,0,12.28690119819279
770,2,53504,1,1,22,0,0,8,5,104,0,2,0,1,1,2,4,0,0,1650,0,1,3279,4,1,4,0,12,4,1,2,3,503,36,0,0,210,0,8,0,13.195613839143922
771,2,7252,0,1,19,0,0,5,5,83,0,2,3,1,1,2,4,1,2,858,1,1,858,2,0,2,3,5,6,0,2,2,120,0,0,0,0,0,8,0,11.812289042195847
772,2,8877,3,4,7,0,0,4,5,52,0,2,3,1,1,2,0,1,3,836,1,1,1220,1,0,2,3,6,6,0,2,2,0,0,0,0,0,0,0,0,11.532728092266408
773,2,7819,3,4,7,0,0,6,5,77,0,2,3,1,1,2,4,1,0,1029,1,1,1117,2,0,3,3,6,6,1,2,2,144,0,0,0,0,0,8,1,11.580584113444043
774,2,10150,3,4,12,1,0,5,5,59,0,2,3,1,1,2,4,1,5,912,0,1,912,1,0,2,3,5,6,0,0,1,0,0,0,0,0,0,0,0,11.648330101976432
775,2,14226,3,0,16,0,0,8,5,107,0,2,2,1,1,2,4,1,6,1935,1,1,1973,2,0,3,2,9,6,1,0,3,315,45,0,0,0,0,6,1,12.886641043883259
776,1,4500,3,2,11,0,1,6,5,99,0,2,3,1,1,0,4,1,2,1204,0,1,1204,3,0,2,3,5,6,0,0,2,0,247,0,0,0,0,8,0,11.99535161421452
777,2,11210,0,4,5,0,0,7,5,106,0,2,2,1,1,2,4,1,2,1614,0,1,1614,2,0,3,2,7,6,0,0,3,144,59,0,0,0,0,6,1,12.308177868467327
778,2,13350,0,4,19,0,0,5,5,75,0,2,3,1,1,2,4,1,0,864,1,1,894,2,0,3,3,5,6,1,0,2,241,0,0,0,0,0,8,0,11.867097278690842
779,1,8400,3,4,20,1,1,5,5,78,0,2,3,1,2,1,2,2,4,0,1,1,2020,2,0,4,3,10,6,2,2,2,0,0,0,0,0,0,8,0,11.877568578558138
780,2,10530,3,4,11,0,1,6,5,78,0,2,3,1,1,2,4,0,2,975,1,1,1004,2,0,2,3,4,6,0,0,2,0,0,0,0,0,0,8,0,11.813030057420567
781,2,7875,3,4,8,0,0,7,5,96,0,2,3,1,1,2,1,1,6,1237,1,1,1253,2,0,3,3,6,6,1,0,2,220,21,0,0,0,0,8,0,12.078239274020289
782,2,7153,3,4,20,0,0,6,5,93,0,2,2,1,1,2,4,1,0,761,0,1,1603,2,1,3,2,7,6,0,0,2,0,124,0,0,0,0,8,0,12.077670930725649
783,2,16285,1,4,5,0,0,7,5,102,0,2,2,1,1,2,4,1,6,1413,0,1,1430,2,0,3,2,6,6,0,0,2,0,33,0,0,0,0,8,0,12.139398512262181
784,2,9101,0,0,11,0,0,5,6,79,0,2,3,1,1,2,4,1,2,1097,0,1,1110,2,0,1,2,4,6,1,0,2,303,30,0,0,0,0,8,0,12.016726473799254
785,1,6300,3,4,17,0,0,6,6,18,0,2,3,1,1,2,4,1,6,742,0,1,1484,2,0,3,3,9,6,1,1,0,0,291,134,0,0,0,8,0,11.759785542901755
786,2,9790,3,4,14,1,0,6,5,68,0,1,3,1,1,2,4,1,5,1372,1,1,1342,2,0,3,3,7,6,1,0,2,0,0,0,0,197,0,8,0,11.992260421644849
787,1,10800,3,4,17,1,0,5,6,19,0,2,3,1,1,2,4,1,3,686,1,1,1652,3,0,4,3,7,6,0,2,1,0,0,196,0,0,1200,8,0,11.842229212112828
788,2,10142,0,4,20,0,0,7,5,105,0,2,2,1,1,2,4,1,2,956,0,1,2084,3,1,4,2,8,6,0,2,2,0,45,0,0,0,0,8,0,12.358793732547838
789,1,6000,3,0,17,0,0,4,6,55,0,2,3,1,1,2,4,1,6,901,0,1,901,1,0,2,3,4,6,0,2,1,0,0,0,0,0,0,8,0,11.588960151246226
790,2,12205,0,4,4,0,0,6,6,67,0,2,3,1,1,2,0,0,3,832,1,1,2087,2,1,5,2,9,6,0,0,2,133,168,0,0,0,0,8,0,12.141534124392603
791,2,3182,3,4,0,0,1,7,5,106,0,2,2,1,1,2,4,1,2,1145,0,1,1145,2,0,2,2,5,6,1,0,2,100,16,0,0,0,0,8,0,11.984178313616395
792,2,11333,0,0,11,0,0,6,5,77,0,2,3,1,1,2,4,1,0,1029,1,1,1062,2,0,3,3,5,6,2,0,2,120,0,0,0,0,0,8,0,11.896826395162552
793,2,9920,0,1,15,0,0,7,5,97,0,2,2,1,1,2,4,1,2,1117,0,1,2013,3,1,3,3,8,6,1,0,2,180,130,0,0,0,0,8,0,12.50539915757667
794,2,9158,3,4,21,0,0,8,5,108,0,2,2,1,1,2,4,1,6,1496,0,1,1496,2,0,3,2,7,6,0,0,2,168,130,0,0,0,0,6,1,12.323855681186558
795,2,10832,0,0,8,0,0,7,5,95,0,2,2,1,1,2,4,1,6,712,0,1,1895,2,1,3,2,7,6,1,0,2,143,46,0,0,0,500,8,0,12.178187442040638
796,2,8400,3,4,20,0,0,6,6,81,0,2,3,1,1,2,4,1,6,650,1,1,1564,2,1,3,3,7,6,1,0,2,0,50,0,0,204,0,8,0,12.049418835484797
797,2,8197,3,4,19,0,0,6,5,78,0,2,3,1,1,2,4,1,6,660,0,1,1285,1,1,3,3,7,6,1,0,2,138,0,0,0,0,0,8,0,11.874090314181814
798,2,7677,3,4,12,0,0,5,5,54,0,2,3,1,1,2,4,1,1,773,1,1,773,1,0,2,3,4,6,0,0,1,0,0,0,0,0,0,8,1,11.608235644774552
799,2,13518,3,4,16,0,0,9,5,109,0,2,0,1,1,0,4,1,6,1926,0,1,3140,3,1,4,0,11,6,2,2,3,144,78,0,0,0,0,6,1,13.091904169919621
800,2,7200,3,0,18,1,0,5,6,40,0,2,3,1,0,2,4,1,0,731,0,1,1768,2,1,3,2,7,6,2,2,1,0,0,264,0,0,0,8,0,12.072541252905651
801,2,12798,0,4,4,1,0,6,5,98,0,2,3,1,1,2,4,0,2,616,1,1,1688,3,1,4,2,8,6,0,0,2,403,114,185,0,0,400,8,0,12.206072645530174
802,1,4800,3,4,9,0,0,4,6,20,0,2,3,1,1,2,4,1,3,1196,0,1,1196,2,0,2,3,5,6,0,2,2,0,0,0,0,0,0,8,0,11.607326140391713
803,2,8199,3,4,5,0,0,7,5,106,0,2,2,1,1,2,4,1,2,728,0,1,1456,3,1,3,2,7,6,1,0,2,36,18,0,0,0,0,8,0,12.14950229404178
804,2,13891,3,4,16,0,0,9,5,109,0,2,0,1,1,0,4,0,6,1734,0,1,2822,3,1,4,0,12,6,1,2,3,52,170,0,0,192,0,6,1,13.275827535915461
805,2,9000,3,4,12,0,0,5,5,55,0,2,3,1,1,2,4,1,3,936,1,1,1128,1,0,2,3,5,2,0,0,1,0,0,0,0,0,0,8,1,11.678439903447801
806,2,12274,0,2,21,0,0,7,5,109,0,2,2,1,1,2,4,1,6,1417,0,1,1428,2,0,3,0,6,6,0,0,2,0,60,0,0,0,0,6,1,12.33569641332368
807,2,9750,3,4,12,0,0,5,5,68,0,2,3,1,1,2,4,1,0,980,1,1,980,2,0,3,3,6,6,0,0,1,68,0,0,0,0,0,8,0,11.816726919301892
808,2,21384,3,4,3,0,0,5,6,27,0,2,3,1,1,2,4,0,2,1324,0,1,1576,3,1,3,2,6,6,1,0,2,0,312,0,0,0,0,8,0,12.31716669303576
809,2,13400,3,4,12,0,0,5,5,67,0,2,3,1,1,2,4,1,0,1024,1,1,1086,2,0,3,3,6,6,1,0,2,0,0,0,0,0,0,8,0,11.982616545377663
810,1,8100,3,0,17,0,0,5,5,8,0,0,3,1,1,2,4,1,6,849,1,0,2138,2,0,2,3,11,6,0,2,2,40,156,0,0,0,0,8,0,11.571194373094205
811,2,10140,3,4,14,0,0,6,6,75,0,2,3,1,1,2,4,1,0,1040,1,1,1309,2,1,3,2,5,6,1,0,2,265,0,0,0,0,0,8,0,12.106252310247962
812,1,4438,3,4,5,0,1,6,5,105,0,2,2,1,1,2,4,0,2,848,0,1,848,2,0,1,2,4,6,1,0,2,140,0,0,0,0,0,3,0,11.881034786534624
813,0,8712,3,4,9,0,0,5,5,53,0,2,1,1,1,2,4,1,6,540,1,0,1044,1,0,2,1,4,6,0,2,2,0,0,0,0,0,54,8,1,10.932981961904135
814,2,9750,3,4,12,0,0,6,6,59,0,2,3,1,1,2,4,1,5,1442,1,1,1442,1,1,4,3,7,6,0,0,1,0,0,275,0,0,500,0,0,11.969717200243734
815,2,8248,3,4,7,0,0,5,6,22,0,2,3,1,0,2,4,1,6,686,1,1,1250,1,2,3,1,7,6,0,2,1,207,0,96,0,0,0,8,0,11.661345470088502
816,2,12137,1,1,5,0,0,7,5,99,0,2,3,1,1,2,4,1,6,1649,0,1,1661,2,0,3,2,6,6,0,0,2,0,34,0,0,0,0,8,0,12.323411137947407
817,2,11425,0,0,12,0,0,5,6,55,0,1,3,1,1,2,4,1,1,1008,1,1,1008,1,0,2,3,4,6,1,0,1,0,0,120,0,0,0,8,0,11.827736204810263
818,2,13265,0,1,11,0,0,8,5,103,0,2,2,1,1,2,4,1,2,1568,0,1,1689,3,0,3,2,7,6,2,0,3,150,59,0,0,0,0,8,0,12.509874099861838
819,2,8816,3,4,4,0,0,6,6,72,0,2,3,1,1,2,4,1,2,1010,1,1,1052,2,0,3,3,6,6,0,0,2,0,0,0,0,0,0,8,0,11.951180395901384
820,2,6371,0,4,16,0,1,7,5,110,0,2,2,1,1,2,4,1,2,1358,0,1,1358,3,0,2,2,6,6,1,0,2,192,35,0,0,0,0,6,1,12.319401330837177
821,2,7226,0,1,5,0,0,7,5,104,0,2,2,1,1,2,4,1,6,798,0,1,1640,2,1,3,2,6,6,0,0,2,0,45,0,0,0,0,8,0,12.117241431823558
822,1,6000,3,4,17,0,1,4,4,54,0,2,1,1,1,2,4,1,6,936,1,0,936,1,0,2,3,4,3,0,2,2,0,32,112,0,0,0,8,0,11.440354772135393
823,2,12394,0,0,8,0,0,7,5,104,0,2,2,1,1,2,4,0,6,847,0,1,1733,2,1,3,2,7,6,1,2,2,100,48,0,0,0,0,8,1,12.323855681186558
824,2,9900,3,4,18,0,0,6,6,43,0,2,3,1,0,2,4,1,6,778,1,1,1489,2,0,3,3,7,6,1,2,1,335,0,0,0,0,0,8,0,11.845819880243557
825,1,11216,3,4,21,0,0,8,5,107,0,2,2,1,1,2,1,1,6,1489,0,1,1489,2,0,3,2,7,6,1,0,2,0,140,0,0,0,0,6,1,12.3570755190667
826,2,14803,3,4,16,1,0,10,5,108,0,2,0,1,1,0,4,1,2,2078,0,1,2084,3,0,2,0,7,6,1,0,3,188,45,0,0,0,0,6,1,12.86099861326992
827,1,6130,3,4,3,0,0,5,6,28,0,2,3,1,0,2,4,1,0,784,1,1,784,2,0,2,2,5,6,0,1,0,0,0,116,0,0,0,8,0,11.603679828238693
828,2,8529,0,4,20,0,0,7,5,102,0,2,2,1,1,2,4,1,2,1454,0,1,1434,2,0,3,2,6,6,1,0,2,290,39,0,0,0,0,8,0,12.14950229404178
829,2,28698,1,1,4,0,0,5,5,68,0,2,3,1,1,2,1,0,3,1013,1,1,2126,2,2,3,3,7,3,0,0,2,486,0,0,0,225,0,8,1,12.128111104060462
830,1,2544,3,4,21,0,1,7,5,106,0,2,2,1,1,2,4,1,6,600,0,1,1223,2,1,2,2,4,6,0,2,2,0,166,0,0,0,0,8,0,11.900905258737373
831,2,11900,0,0,12,0,0,6,5,58,0,2,3,1,1,2,4,1,5,1392,1,1,1392,2,1,3,3,6,6,2,0,2,0,0,0,0,192,0,8,0,12.01974306733868
832,1,3180,3,4,21,0,1,7,5,106,0,2,3,1,1,2,4,1,6,600,0,1,1200,2,1,2,2,4,6,0,2,2,0,166,0,0,0,0,8,0,11.925035115797062
833,2,9548,0,1,5,0,0,7,6,104,0,2,2,1,1,2,4,1,2,941,0,1,1829,3,1,3,2,7,6,1,0,2,192,39,0,0,0,0,8,0,12.375815420117268
834,2,10004,3,4,12,0,0,6,6,65,0,2,3,1,1,2,4,1,5,1516,1,1,1516,1,1,3,3,6,6,0,0,2,0,0,0,0,152,0,8,0,12.025749091398891
835,2,7875,3,4,12,0,0,5,6,62,0,2,3,1,1,2,4,1,5,1144,1,1,1144,2,0,3,3,6,6,0,0,2,0,0,0,0,0,0,8,0,11.8490404949436
836,2,9600,3,4,19,0,0,4,6,51,0,2,3,1,1,2,4,1,1,1067,1,1,1067,2,0,2,2,4,3,0,0,2,290,0,0,0,0,0,8,0,11.759785542901755
837,1,8100,3,4,17,0,0,5,6,49,0,2,3,1,0,2,4,1,5,1559,1,1,1559,2,0,2,3,5,3,0,2,2,0,116,230,0,0,0,0,0,11.941455846009388
838,1,1680,3,4,2,0,1,6,5,74,0,2,3,1,1,2,4,1,1,483,1,1,987,2,1,2,3,5,6,0,2,1,0,0,0,0,0,0,8,0,11.512925464970229
839,2,9525,3,4,5,0,0,5,6,96,0,2,3,1,1,2,4,1,6,1099,0,1,1099,1,1,3,2,6,6,0,0,1,278,0,0,0,0,0,8,0,11.877568578558138
840,2,11767,3,4,7,0,0,5,6,47,0,2,3,1,1,2,4,1,1,768,0,1,1200,1,0,3,3,6,6,0,2,1,0,0,0,0,0,0,8,0,11.779128505744886
841,1,12155,0,4,18,0,0,6,6,29,0,2,3,1,0,2,4,1,1,672,1,0,1482,2,0,4,1,7,6,0,2,1,0,0,254,0,0,0,8,0,11.84939770159144
842,1,10440,3,4,17,0,0,5,6,10,0,2,3,1,1,2,4,1,6,650,1,1,1539,2,0,3,2,8,6,1,2,2,70,78,68,0,0,0,8,0,11.967180737247824
843,2,9020,3,4,12,0,0,6,6,67,0,2,3,1,1,2,4,0,5,1127,1,1,1165,2,1,3,3,6,6,0,0,2,0,129,0,0,0,0,8,0,12.071969661006694
844,2,8000,3,0,12,1,1,5,4,62,0,1,3,1,1,2,4,1,6,1800,0,0,1800,2,0,6,3,10,6,0,1,0,0,0,0,0,0,0,8,0,11.856515169360305
845,1,12665,0,4,17,1,0,5,6,19,0,2,3,1,0,2,4,1,6,876,1,1,1416,1,1,4,3,7,6,1,2,3,418,0,194,0,0,0,8,0,11.94405831982697
846,2,16647,0,1,19,1,0,5,5,76,0,2,3,1,1,2,4,0,0,1390,1,1,1701,3,0,3,3,6,3,2,2,2,0,0,0,0,0,0,8,0,12.049418835484797
847,2,9317,3,4,20,0,0,7,5,94,0,2,2,1,1,2,4,1,0,740,0,1,1775,3,1,3,2,7,6,1,0,2,234,72,192,0,0,0,8,0,12.269047444691562
848,2,15523,0,1,5,0,0,5,6,73,0,2,3,1,1,2,4,1,1,864,0,1,864,2,0,3,3,5,6,1,0,1,0,0,0,0,0,0,8,0,11.801856756822442
849,2,45600,1,4,4,0,0,6,6,13,0,2,3,1,0,2,4,1,6,907,1,1,2358,3,0,5,3,10,6,1,2,2,486,40,0,0,175,0,8,0,12.388394202324129
850,2,9600,3,2,24,1,0,6,6,77,0,2,2,1,1,2,4,1,6,528,0,1,1855,2,1,3,3,7,6,1,0,2,113,100,0,0,0,0,8,0,12.138863895836725
851,1,4435,3,4,5,0,1,6,5,104,0,2,2,1,1,2,4,1,2,848,0,1,848,2,0,1,2,3,6,0,0,2,140,0,0,0,0,0,8,0,11.786762130599957
852,2,3196,3,4,0,0,1,8,5,104,0,2,2,1,1,2,4,0,6,1273,0,1,1456,2,0,2,2,7,6,1,0,2,143,20,0,0,0,0,8,0,12.2783933071098
853,2,7128,3,4,6,0,0,7,5,44,0,2,3,1,1,2,4,1,5,918,1,1,1646,2,0,4,3,7,6,2,2,1,0,0,0,0,126,0,8,0,12.007621706806335
854,2,12095,0,0,12,0,0,6,6,65,0,2,3,1,1,2,4,0,5,1127,1,1,1445,1,1,3,3,7,6,1,0,2,180,0,0,0,0,0,8,0,11.970350312009105
855,2,17920,3,4,19,0,0,5,4,56,0,2,3,1,1,2,4,1,0,1763,1,1,1779,2,1,3,3,6,6,1,0,2,0,418,0,0,312,0,8,1,12.043553716032399
856,2,6897,0,0,19,0,0,5,6,63,0,2,3,1,1,2,4,1,0,1040,0,1,1040,2,1,3,3,6,6,0,2,1,0,104,0,0,0,0,8,0,11.751942365440728
857,2,10970,0,4,5,0,0,6,6,79,0,2,3,1,1,2,1,0,2,940,1,1,1026,2,0,3,3,5,6,0,2,2,0,0,34,0,0,0,8,0,11.898187865760873
858,2,8125,3,4,8,0,0,6,5,95,0,2,3,1,1,2,4,1,6,702,1,1,1481,2,1,3,3,6,6,1,0,2,0,36,0,0,0,0,8,0,12.066810578196666
859,2,10400,3,4,14,0,0,7,5,77,0,2,3,1,1,2,4,1,6,1090,1,1,1370,2,0,3,3,6,6,1,0,2,0,0,0,0,0,0,8,1,11.931635799828413
860,2,11029,0,0,14,1,0,6,6,69,0,2,3,1,1,2,4,1,1,1054,1,1,2654,3,1,4,2,9,6,1,0,2,0,65,0,0,222,0,8,0,12.429216196844383
861,2,7642,3,0,6,0,0,7,6,22,0,2,2,1,0,2,4,1,6,912,1,1,1426,1,1,3,2,7,6,1,2,1,0,240,0,0,0,0,8,0,12.154516158615772
862,2,11625,3,4,19,0,1,5,4,66,0,2,3,1,1,2,4,1,1,1039,0,1,1039,2,1,3,3,6,6,0,0,2,0,0,0,0,0,0,8,0,11.786762130599957
863,2,9672,3,0,20,0,0,6,5,85,0,2,3,1,1,2,4,1,2,1040,1,1,1097,2,0,3,3,6,6,0,0,2,0,0,0,0,0,0,8,0,11.931635799828413
864,2,7931,3,4,12,0,0,5,5,60,0,1,3,1,1,2,4,1,1,1148,1,1,1148,2,0,3,3,6,6,0,0,1,0,0,0,0,0,0,8,0,11.794337924408413
865,1,8640,3,4,21,0,0,7,5,108,0,2,2,1,1,0,4,1,6,1372,0,1,1372,2,0,3,2,6,6,0,0,2,0,140,0,0,0,0,6,1,12.431533509799543
866,2,8750,0,4,12,0,0,5,6,71,0,2,3,1,1,2,4,1,1,1002,1,1,1002,2,0,3,3,5,6,0,2,2,0,0,0,0,0,0,8,0,11.908340237224891
867,2,10656,0,4,23,0,0,8,5,107,0,2,2,1,1,2,4,1,6,1638,0,1,1646,2,0,3,2,6,6,1,0,3,192,80,0,0,0,0,6,1,12.424806488355683
868,2,6970,3,0,19,1,0,4,5,62,0,2,3,1,1,2,4,1,0,1040,1,1,1120,2,1,3,1,5,6,0,0,2,168,0,0,0,0,400,8,0,11.76756768334381
869,2,14762,1,0,8,1,0,5,6,49,0,2,3,1,2,1,2,2,4,0,1,1,2320,2,0,2,3,7,6,1,0,2,120,144,0,0,0,0,8,0,12.037653993905211
870,2,9938,3,4,20,0,0,7,5,94,0,2,2,1,1,2,4,1,2,1050,0,1,1949,3,1,3,2,8,6,1,0,2,156,90,0,0,0,0,8,0,12.371587084007746
871,2,6600,3,4,12,1,0,5,5,63,0,2,3,1,1,2,4,1,6,894,1,0,894,1,0,2,3,5,6,0,2,1,0,0,0,0,0,0,8,0,11.603679828238693
872,2,8750,3,4,5,0,0,6,5,99,0,2,3,1,1,2,4,1,2,804,0,1,1682,2,1,3,2,7,6,0,0,2,0,77,0,0,0,0,8,0,12.20856952572876
873,2,8892,3,0,12,0,0,5,6,54,0,2,2,1,1,2,4,1,6,105,1,1,910,1,0,3,2,5,6,0,0,2,196,0,150,0,0,0,8,0,11.661345470088502
874,2,12144,3,4,12,0,0,5,6,50,0,2,2,1,1,2,4,1,5,832,1,1,1268,1,0,3,3,6,6,1,0,1,0,28,0,0,0,0,8,0,11.79810440720389
875,1,5720,3,4,17,1,0,5,6,44,0,2,3,1,1,2,4,1,6,676,0,1,1131,1,1,3,3,5,6,0,2,1,26,0,0,0,0,0,8,1,11.104957226643945
876,1,9000,3,4,21,0,0,8,5,108,0,2,2,1,1,2,4,1,2,1184,0,1,2610,2,1,4,0,11,6,1,2,2,208,364,0,0,0,0,6,1,12.623061104072981
877,2,25286,3,4,11,0,0,4,5,64,0,2,3,1,1,2,4,0,0,1064,1,1,1040,2,0,3,3,5,6,0,0,2,0,0,0,0,0,0,8,0,11.792449349720545
878,2,8834,3,4,16,0,0,9,5,105,0,2,2,1,1,0,4,1,2,1462,0,1,2224,3,1,4,0,10,6,1,0,3,184,0,0,0,0,0,8,0,12.765688433465597
879,2,11782,0,4,19,0,0,5,6,62,0,2,3,1,1,2,4,1,0,1109,1,1,1155,2,0,3,2,6,3,0,2,2,192,0,0,0,0,400,8,0,11.904967552746252
880,2,7000,0,1,5,0,0,5,6,79,0,2,2,1,1,2,4,1,0,864,0,1,864,2,0,3,3,6,6,0,0,1,0,0,0,0,0,0,8,0,11.824079893607152
881,2,7024,3,4,7,0,0,5,5,106,0,2,3,1,1,0,1,1,0,1090,1,1,1090,2,1,2,3,5,6,0,0,2,0,49,0,0,0,0,8,0,11.964001084330445
882,2,13758,0,1,23,0,0,7,5,91,0,2,2,1,1,2,4,1,3,1156,0,1,1717,2,1,3,2,7,6,1,0,2,168,36,0,0,0,0,8,0,12.141534124392603
883,2,9636,0,0,8,0,0,6,5,93,0,2,3,1,1,2,4,1,6,808,1,1,1593,2,1,3,3,7,6,1,2,2,342,40,0,0,0,0,8,0,12.089538829274222
884,2,6204,3,4,18,0,0,4,5,16,0,2,2,1,1,2,0,1,6,795,1,0,2230,2,0,5,3,10,6,0,2,1,0,188,0,0,0,0,8,0,11.682668239557323
885,2,7150,3,4,12,0,0,5,5,68,0,2,3,1,1,2,4,1,1,892,1,1,892,1,0,3,3,5,6,0,0,1,0,0,0,0,0,0,8,0,11.512925464970229
