Id,MSZoning,LotFrontage,LotArea,LotShape,LotConfig,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,RoofStyle,RoofMatl,Exterior1st,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,TotalBsmtSF,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscFeature,MoSold,SaleType,SaleCondition,SalePrice,BsmtHasBath
884,RL,60.0,6204,Reg,Inside,SWISU,Norm,1Fam,2.5Fin,4,5,1912,Gable,CompShg,Wd Sdng,None,Gd,TA,PConc,TA,Fa,No,Unf,795,TA,N,SBrkr,954,795,481,2230,1,0,5,TA,10,Typ,0,None,Detchd,1997.0,Unf,1,TA,Gd,Y,0,188,0,0,0,0,None,3,WD,Normal,118500,1
885,RL,65.0,7150,Reg,Inside,NAmes,Norm,1Fam,1Story,5,5,1967,Gable,CompShg,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,BLQ,892,TA,Y,SBrkr,892,0,0,892,1,0,3,TA,5,Typ,0,None,Attchd,1967.0,RFn,1,TA,TA,Y,0,0,0,0,0,0,None,7,WD,Normal,100000,0
886,FV,50.0,5119,IR1,CulDSac,Somerst,Norm,TwnhsE,1Story,9,5,1999,Gable,CompShg,MetalSd,BrkFace,Gd,TA,PConc,Ex,TA,Av,GLQ,1698,Ex,Y,SBrkr,1709,0,0,1709,2,0,2,Gd,5,Typ,1,TA,Attchd,1999.0,Fin,2,TA,TA,Y,97,65,0,0,0,0,None,1,CWD,Abnorml,328900,1
887,RL,70.0,8393,Reg,Corner,NAmes,Norm,Duplex,1Story,5,5,1959,Gable,CompShg,MetalSd,BrkFace,TA,TA,CBlock,TA,TA,No,LwQ,1626,Ex,Y,SBrkr,1712,0,0,1712,2,0,4,TA,8,Typ,0,None,Attchd,2005.0,Fin,2,TA,TA,Y,272,54,0,0,0,0,None,6,WD,Family,145000,0
888,RL,59.0,16466,IR1,Inside,Edwards,Norm,1Fam,1.5Fin,5,7,1955,Gable,CompShg,MetalSd,None,TA,Gd,PConc,TA,TA,No,Unf,816,TA,Y,SBrkr,872,521,0,1393,1,1,3,TA,8,Typ,0,None,Attchd,1955.0,Unf,1,TA,TA,Y,121,0,0,0,265,0,None,4,WD,Normal,135500,0
889,RL,95.0,15865,IR1,Inside,NAmes,Norm,1Fam,1Story,8,6,1970,Flat,Tar&Grv,Wd Sdng,None,Gd,Gd,PConc,TA,Gd,Gd,ALQ,2217,Ex,Y,SBrkr,2217,0,0,2217,2,0,4,Gd,8,Typ,1,TA,Attchd,1970.0,Unf,2,TA,TA,Y,81,207,0,0,224,0,None,10,WD,Normal,268000,1
890,RL,128.0,12160,Reg,Inside,NAmes,Feedr,1Fam,1Story,6,4,1953,Hip,CompShg,Wd Sdng,BrkFace,TA,TA,CBlock,TA,TA,No,BLQ,1505,Ex,Y,SBrkr,1505,0,0,1505,1,0,2,TA,6,Typ,1,TA,Attchd,1953.0,RFn,2,TA,TA,Y,0,0,0,162,0,0,None,2,WD,Normal,149500,1
891,RL,60.0,8064,Reg,Corner,NAmes,Artery,1Fam,1.5Fin,5,7,1949,Gable,CompShg,MetalSd,None,TA,Gd,CBlock,TA,TA,Mn,Unf,672,Ex,Y,SBrkr,672,252,0,924,1,0,3,TA,6,Typ,1,Po,Detchd,2003.0,Unf,2,TA,TA,Y,0,0,0,0,0,0,Shed,7,WD,Normal,122900,0
892,RL,70.0,11184,Reg,Inside,Sawyer,Norm,1Fam,2Story,6,5,1978,Hip,CompShg,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,LwQ,918,Gd,Y,SBrkr,918,765,0,1683,2,1,3,TA,7,Typ,1,TA,Attchd,1978.0,RFn,2,TA,TA,Y,243,0,0,0,0,0,None,7,WD,Normal,172500,0
893,RL,70.0,8414,Reg,Inside,Sawyer,Norm,1Fam,1Story,6,8,1963,Hip,CompShg,HdBoard,None,TA,TA,CBlock,TA,TA,No,GLQ,1059,TA,Y,SBrkr,1068,0,0,1068,1,0,3,TA,6,Typ,0,None,Attchd,1963.0,RFn,1,TA,TA,Y,192,0,0,0,0,0,None,2,WD,Normal,154500,1
894,RL,0.0,13284,Reg,Inside,Sawyer,PosN,1Fam,1Story,5,5,1954,Gable,CompShg,Wd Sdng,None,TA,TA,PConc,Gd,TA,Mn,BLQ,1383,TA,Y,SBrkr,1383,0,0,1383,1,0,3,TA,6,Typ,1,Gd,Attchd,1954.0,Unf,1,TA,TA,Y,511,116,0,0,0,0,None,6,WD,Normal,165000,1
895,RL,64.0,7018,Reg,Inside,SawyerW,Norm,Duplex,1Story,5,5,1979,Gable,CompShg,Plywood,None,TA,TA,Slab,None,None,None,None,0,TA,Y,SBrkr,1535,0,0,1535,2,0,4,TA,8,Typ,0,None,Attchd,1979.0,Unf,2,TA,TA,Y,0,0,0,0,0,0,None,6,WD,Alloca,118858,0
896,RL,71.0,7056,Reg,Inside,NAmes,Norm,1Fam,2Story,6,5,1963,Hip,CompShg,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,BLQ,780,TA,Y,SBrkr,983,813,0,1796,1,1,4,TA,8,Typ,1,TA,Attchd,1963.0,RFn,2,TA,TA,Y,0,50,0,0,0,0,None,10,WD,Normal,140000,1
897,RM,50.0,8765,Reg,Inside,IDOTRR,Norm,1Fam,1Story,4,6,1936,Gable,CompShg,Wd Sdng,None,TA,TA,BrkTil,TA,TA,No,ALQ,951,Ex,N,SBrkr,951,0,0,951,1,0,2,TA,6,Typ,0,None,Detchd,1936.0,Unf,1,TA,TA,Y,0,28,0,0,0,0,None,4,WD,Abnorml,106500,0
898,RL,64.0,7018,Reg,Inside,SawyerW,Feedr,Duplex,2Story,5,5,1979,Gable,CompShg,Plywood,None,TA,TA,Slab,None,None,None,None,0,TA,Y,SBrkr,1120,1120,0,2240,2,0,6,TA,12,Typ,0,None,Detchd,1979.0,Unf,2,TA,TA,Y,154,0,0,0,0,0,None,6,WD,Alloca,142953,0
899,RL,100.0,12919,IR1,Inside,NridgHt,Norm,1Fam,1Story,9,5,2009,Hip,CompShg,VinylSd,Stone,Ex,TA,PConc,Ex,TA,Gd,GLQ,2330,Ex,Y,SBrkr,2364,0,0,2364,2,1,2,Ex,11,Typ,2,Gd,Attchd,2009.0,Fin,3,TA,TA,Y,0,67,0,0,0,0,None,3,New,Partial,611657,1
900,RL,65.0,6993,Reg,Inside,Sawyer,Feedr,1Fam,1Story,5,7,1961,Gable,CompShg,HdBoard,None,TA,TA,CBlock,TA,TA,No,BLQ,912,TA,Y,SBrkr,1236,0,0,1236,1,0,3,TA,6,Typ,1,TA,Attchd,1961.0,Unf,1,TA,TA,Y,0,0,0,0,0,0,None,6,WD,Normal,135000,0
901,RL,0.0,7340,IR1,Inside,NAmes,Norm,1Fam,1Story,4,6,1971,Gable,CompShg,HdBoard,None,TA,TA,CBlock,TA,TA,No,ALQ,858,TA,Y,SBrkr,858,0,0,858,1,0,2,TA,4,Typ,0,None,Detchd,1979.0,Unf,1,TA,TA,Y,0,0,0,0,0,0,None,6,WD,Normal,110000,0
902,RL,64.0,8712,IR1,Inside,NAmes,Norm,1Fam,1Story,5,7,1957,Hip,CompShg,MetalSd,None,TA,Gd,CBlock,TA,TA,Mn,BLQ,992,TA,Y,SBrkr,1306,0,0,1306,1,0,2,TA,5,Typ,0,None,Detchd,1968.0,Unf,1,TA,TA,Y,0,0,0,0,0,0,None,5,WD,Normal,153000,1
903,RL,63.0,7875,Reg,Inside,Gilbert,Norm,1Fam,2Story,7,5,2003,Gable,CompShg,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,783,Ex,Y,SBrkr,807,702,0,1509,2,1,3,Gd,8,Typ,1,Gd,Attchd,2003.0,Fin,2,TA,TA,Y,0,75,0,0,0,0,None,7,WD,Normal,180000,0
904,RL,50.0,14859,IR1,CulDSac,Gilbert,Norm,1Fam,1Story,7,5,2006,Hip,CompShg,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,1670,Ex,Y,SBrkr,1670,0,0,1670,2,0,3,Gd,7,Typ,1,Gd,Attchd,2006.0,RFn,3,TA,TA,Y,144,60,0,0,0,0,None,8,New,Partial,240000,0
905,RL,0.0,6173,IR1,Inside,Sawyer,Norm,1Fam,1Story,5,6,1967,Gable,CompShg,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,GLQ,876,TA,Y,SBrkr,902,0,0,902,1,0,3,TA,6,Typ,0,None,Attchd,1967.0,Unf,1,TA,TA,Y,0,0,0,0,0,0,None,8,WD,Normal,125500,0
906,RL,80.0,9920,Reg,Inside,NAmes,Norm,1Fam,1Story,5,5,1954,Gable,CompShg,HdBoard,Stone,TA,TA,CBlock,TA,TA,No,Rec,1056,TA,Y,SBrkr,1063,0,0,1063,1,0,3,TA,6,Typ,0,None,Attchd,1954.0,RFn,1,TA,TA,Y,0,0,164,0,0,0,None,2,WD,Normal,128000,1
907,RL,116.0,13501,IR1,Corner,Somerst,Norm,1Fam,1Story,8,5,2006,Gable,CompShg,VinylSd,Stone,Gd,TA,PConc,Gd,TA,No,GLQ,1623,Ex,Y,SBrkr,1636,0,0,1636,2,0,3,Gd,8,Typ,1,Gd,Attchd,2006.0,RFn,3,TA,TA,Y,0,60,0,0,0,0,None,6,WD,Normal,255000,1
908,RL,86.0,11500,IR1,Inside,Crawfor,Norm,1Fam,1.5Fin,7,7,1936,Gable,CompShg,BrkFace,None,Gd,TA,CBlock,Gd,TA,No,Rec,1017,Gd,Y,SBrkr,1020,1037,0,2057,1,1,3,Gd,6,Typ,1,Gd,Attchd,1936.0,Fin,1,Fa,TA,Y,0,0,0,0,322,0,None,6,WD,Normal,250000,0
909,RL,0.0,8885,IR1,Inside,Mitchel,Norm,1Fam,1Story,5,5,1983,Gable,CompShg,HdBoard,None,TA,TA,CBlock,Gd,TA,Av,BLQ,864,TA,Y,SBrkr,902,0,0,902,1,0,2,TA,5,Typ,0,None,Attchd,1983.0,Unf,2,TA,TA,Y,164,0,0,0,0,0,None,6,WD,Normal,131000,1
910,RL,149.0,12589,IR2,Inside,Gilbert,Norm,1Fam,2Story,6,5,2005,Gable,CompShg,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,742,Ex,Y,SBrkr,742,742,0,1484,2,1,3,Gd,8,Typ,1,Gd,Attchd,2005.0,Fin,2,TA,TA,Y,36,24,0,0,0,0,None,6,WD,Normal,174000,0
911,RL,80.0,11600,Reg,Corner,NAmes,Feedr,Duplex,2Story,5,5,1960,Gable,CompShg,MetalSd,BrkFace,TA,TA,CBlock,TA,TA,No,Rec,1105,TA,Y,FuseA,1105,1169,0,2274,2,0,5,TA,12,Typ,0,None,Detchd,1960.0,Unf,2,TA,TA,Y,0,0,0,0,0,0,None,1,WD,Normal,154300,0
912,RL,0.0,9286,IR1,CulDSac,CollgCr,Norm,1Fam,1Story,5,7,1977,Gable,CompShg,HdBoard,None,TA,TA,CBlock,Gd,Gd,Av,ALQ,1268,TA,Y,SBrkr,1268,0,0,1268,1,1,3,Gd,5,Typ,0,None,Detchd,1978.0,Unf,1,TA,TA,Y,173,0,0,0,0,0,None,10,WD,Normal,143500,0
913,RM,51.0,6120,Reg,Inside,BrkSide,Norm,1Fam,1Story,5,7,1925,Gable,CompShg,MetalSd,None,TA,TA,BrkTil,TA,TA,No,Rec,768,TA,N,SBrkr,1015,0,0,1015,1,0,3,TA,6,Min1,0,None,Detchd,1925.0,Unf,1,TA,TA,Y,0,0,112,0,120,0,Shed,7,WD,Abnorml,88000,0
914,RH,82.0,6270,Reg,Inside,Crawfor,Norm,Duplex,2Story,5,6,1949,Gable,CompShg,MetalSd,None,TA,TA,CBlock,TA,TA,No,BLQ,1001,TA,N,FuseA,1001,1001,0,2002,2,0,4,TA,8,Typ,0,None,2Types,1949.0,Unf,3,TA,TA,Y,0,0,0,0,0,0,None,8,WD,Normal,145000,0
915,FV,30.0,3000,Reg,Inside,Somerst,Norm,TwnhsE,2Story,6,5,2009,Gable,CompShg,VinylSd,Stone,Gd,TA,PConc,Gd,TA,Av,GLQ,612,Ex,Y,SBrkr,612,612,0,1224,2,1,2,Gd,4,Typ,0,None,Detchd,2009.0,RFn,2,TA,TA,Y,0,234,0,0,0,0,None,6,New,Partial,173733,0
916,RM,21.0,2001,Reg,Inside,MeadowV,Norm,Twnhs,2Story,4,5,1970,Gable,CompShg,CemntBd,BrkFace,TA,TA,CBlock,TA,TA,No,Unf,546,Fa,Y,SBrkr,546,546,0,1092,1,1,3,TA,6,Typ,0,None,Attchd,1970.0,Unf,1,TA,TA,Y,0,0,0,0,0,0,None,1,WD,Normal,75000,0
917,C (all),50.0,9000,Reg,Inside,IDOTRR,Norm,1Fam,1Story,2,3,1949,Gable,CompShg,AsbShng,None,TA,TA,CBlock,TA,TA,Av,BLQ,480,TA,N,FuseA,480,0,0,480,0,0,1,TA,4,Typ,0,None,Detchd,1958.0,Unf,1,TA,TA,Y,0,0,0,0,0,0,None,10,WD,Abnorml,35311,1
918,RL,0.0,17140,Reg,Inside,Edwards,Norm,1Fam,1Story,4,6,1956,Gable,CompShg,VinylSd,None,TA,TA,CBlock,TA,TA,No,ALQ,1134,Ex,Y,FuseA,1229,0,0,1229,1,0,3,TA,6,Typ,0,None,Attchd,1956.0,RFn,1,TA,TA,Y,0,0,0,0,0,0,None,4,WD,Normal,135000,0
919,RL,103.0,13125,IR1,Corner,SawyerW,Norm,1Fam,2Story,7,5,1991,Gable,CompShg,HdBoard,None,Gd,TA,PConc,Ex,TA,Mn,BLQ,1104,Ex,Y,SBrkr,912,1215,0,2127,2,1,4,Gd,8,Typ,1,TA,Attchd,1991.0,RFn,3,TA,TA,Y,72,192,224,0,0,0,None,11,WD,Normal,238000,1
920,RL,87.0,11029,IR1,Corner,NAmes,Norm,1Fam,1Story,6,8,1958,Hip,CompShg,MetalSd,None,Ex,TA,CBlock,Gd,TA,No,ALQ,1184,Ex,Y,SBrkr,1414,0,0,1414,1,0,3,TA,6,Min1,1,TA,Attchd,1990.0,Unf,2,TA,TA,Y,0,51,0,0,190,0,None,5,WD,Normal,176500,1
921,RL,70.0,8462,IR1,Inside,SawyerW,Norm,1Fam,2Story,6,5,1994,Gable,CompShg,HdBoard,BrkFace,Gd,Gd,PConc,Gd,Gd,No,GLQ,928,Ex,Y,SBrkr,936,785,0,1721,2,1,3,Gd,7,Typ,0,None,Attchd,1994.0,RFn,2,TA,TA,Y,300,87,0,0,0,0,None,7,WD,Normal,201000,1
922,RL,67.0,8777,Reg,Inside,Edwards,Feedr,Duplex,1.5Fin,5,7,1900,Gable,CompShg,MetalSd,None,TA,TA,CBlock,TA,TA,No,ALQ,1272,Gd,Y,SBrkr,1272,928,0,2200,2,2,4,TA,9,Typ,0,None,None,None,None,0,None,None,N,0,70,0,0,0,0,None,9,WD,Normal,145900,1
923,RL,65.0,10237,Reg,Inside,Gilbert,RRAn,1Fam,1Story,6,5,2005,Gable,CompShg,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,1316,Ex,Y,SBrkr,1316,0,0,1316,2,0,3,Gd,6,Typ,1,Gd,Attchd,2005.0,Fin,2,TA,TA,Y,100,0,0,23,0,0,None,10,New,Partial,169990,0
924,RL,50.0,8012,Reg,Inside,SawyerW,Norm,TwnhsE,1Story,6,5,1993,Gable,CompShg,Plywood,None,Gd,TA,PConc,Gd,TA,No,LwQ,1604,Ex,Y,SBrkr,1617,0,0,1617,2,0,2,Gd,5,Typ,1,Fa,Attchd,1993.0,RFn,2,TA,TA,Y,0,69,0,0,0,0,None,7,WD,Normal,193000,1
925,RL,79.0,10240,Reg,Inside,NWAmes,Norm,1Fam,1Story,6,6,1980,Gable,CompShg,Plywood,BrkFace,TA,Gd,CBlock,Gd,TA,No,BLQ,1686,TA,Y,SBrkr,1686,0,0,1686,2,0,3,TA,7,Typ,1,TA,Attchd,1980.0,Unf,2,TA,TA,Y,384,131,0,0,0,0,None,5,WD,Normal,207500,1
926,RL,0.0,15611,IR1,Corner,NWAmes,Norm,1Fam,1Story,5,6,1977,Gable,CompShg,VinylSd,None,TA,TA,PConc,Gd,TA,Av,ALQ,1126,TA,Y,SBrkr,1126,0,0,1126,2,0,3,Ex,6,Typ,0,None,Attchd,1977.0,RFn,2,TA,TA,Y,180,0,0,0,0,0,None,3,WD,Abnorml,175000,1
927,RL,93.0,11999,Reg,Inside,NridgHt,Norm,1Fam,2Story,8,5,2003,Hip,CompShg,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,1181,Ex,Y,SBrkr,1234,1140,0,2374,2,1,4,Ex,10,Typ,1,Gd,BuiltIn,2003.0,Fin,3,TA,TA,Y,104,100,0,0,0,0,None,5,WD,Normal,285000,0
928,RL,0.0,9900,Reg,Inside,NWAmes,Feedr,1Fam,2Story,7,5,1968,Gable,CompShg,MetalSd,BrkFace,TA,TA,CBlock,TA,TA,No,BLQ,832,Gd,Y,SBrkr,1098,880,0,1978,2,1,4,TA,9,Typ,1,Gd,Attchd,1968.0,RFn,2,TA,TA,Y,0,43,0,0,0,0,None,4,WD,Normal,176000,0
929,RL,0.0,11838,Reg,Inside,CollgCr,Norm,1Fam,1Story,8,5,2001,Hip,CompShg,VinylSd,None,Gd,TA,PConc,Gd,TA,Av,Unf,1753,Ex,Y,SBrkr,1788,0,0,1788,2,0,3,Ex,7,Typ,1,TA,Attchd,2001.0,RFn,2,TA,TA,Y,202,151,0,0,0,0,None,6,WD,Normal,236500,0
930,RL,0.0,13006,IR1,Corner,Gilbert,Norm,1Fam,2Story,7,5,1997,Gable,CompShg,HdBoard,BrkFace,TA,TA,PConc,Gd,TA,No,Unf,964,Gd,Y,SBrkr,993,1243,0,2236,2,1,4,Gd,8,Typ,1,TA,BuiltIn,1997.0,Fin,2,TA,TA,Y,0,0,0,0,0,0,None,11,WD,Normal,222000,0
931,RL,73.0,8925,IR1,Inside,Timber,Norm,1Fam,1Story,8,5,2007,Gable,CompShg,VinylSd,None,Gd,TA,PConc,Gd,TA,Av,GLQ,1466,Ex,Y,SBrkr,1466,0,0,1466,2,0,3,Gd,7,Typ,0,None,Attchd,2007.0,Fin,3,TA,TA,Y,100,18,0,0,0,0,None,7,WD,Normal,201000,0
932,RL,70.0,9100,Reg,Inside,NAmes,Norm,1Fam,1Story,5,6,1965,Gable,CompShg,VinylSd,None,TA,TA,CBlock,TA,TA,No,BLQ,925,Ex,Y,SBrkr,925,0,0,925,1,0,2,TA,5,Typ,0,None,Detchd,1965.0,Unf,1,TA,TA,Y,0,0,0,0,0,0,None,7,WD,Normal,117500,1
933,RL,84.0,11670,IR1,Corner,Somerst,RRNn,1Fam,1Story,9,5,2006,Hip,CompShg,VinylSd,Stone,Ex,TA,PConc,Ex,Gd,No,Unf,1905,Ex,Y,SBrkr,1905,0,0,1905,2,0,3,Ex,8,Typ,1,Gd,Attchd,2006.0,Fin,3,TA,TA,Y,0,191,0,0,0,0,None,3,WD,Normal,320000,0
934,RL,63.0,8487,Reg,FR2,CollgCr,Norm,1Fam,1Story,7,5,2004,Gable,CompShg,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,1500,Ex,Y,SBrkr,1500,0,0,1500,2,0,3,Gd,6,Typ,0,None,Attchd,2004.0,RFn,2,TA,TA,Y,192,36,0,0,0,0,None,8,WD,Normal,190000,0
935,RL,313.0,27650,IR2,Inside,NAmes,PosA,1Fam,1Story,7,7,1960,Flat,Tar&Grv,Wd Sdng,None,TA,TA,CBlock,Gd,TA,Gd,GLQ,585,Ex,Y,SBrkr,2069,0,0,2069,2,0,4,Gd,9,Typ,1,Gd,Attchd,1960.0,RFn,2,TA,TA,Y,0,0,0,0,0,0,None,11,WD,Normal,242000,1
936,RL,52.0,5825,IR1,Inside,BrkSide,Norm,1Fam,1Story,4,5,1926,Gable,CompShg,MetalSd,BrkFace,TA,Gd,PConc,Fa,TA,Mn,Unf,600,Gd,Y,SBrkr,747,0,0,747,1,0,1,TA,5,Typ,0,None,Detchd,1953.0,Unf,2,TA,TA,Y,0,0,32,0,0,0,None,6,WD,Normal,79900,0
937,RL,67.0,10083,Reg,Inside,SawyerW,Norm,1Fam,1Story,7,5,2003,Gable,CompShg,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,1176,Ex,Y,SBrkr,1200,0,0,1200,2,0,2,Gd,5,Typ,0,None,Attchd,2003.0,RFn,2,TA,TA,Y,0,41,0,0,0,0,None,8,WD,Normal,184900,1
938,RL,75.0,9675,Reg,Inside,Somerst,Norm,1Fam,2Story,7,5,2005,Gable,CompShg,VinylSd,None,Gd,TA,PConc,Gd,TA,Mn,GLQ,1113,Ex,Y,SBrkr,1113,858,0,1971,2,1,3,Gd,8,Typ,1,Gd,Attchd,2005.0,RFn,2,TA,TA,Y,0,48,0,0,0,0,None,2,WD,Normal,253000,0
939,RL,73.0,8760,Reg,Inside,CollgCr,Norm,1Fam,2Story,7,5,2006,Gable,CompShg,VinylSd,None,Gd,TA,PConc,Gd,Gd,Mn,GLQ,1391,Ex,Y,SBrkr,1391,571,0,1962,2,1,3,Gd,7,Typ,0,None,Attchd,2006.0,RFn,3,TA,TA,Y,0,90,0,0,0,0,None,8,New,Partial,239799,0
940,RL,0.0,24090,Reg,Inside,ClearCr,Norm,1Fam,2Story,7,7,1940,Gable,CompShg,MetalSd,None,TA,Gd,CBlock,TA,TA,Mn,Unf,1032,Ex,Y,SBrkr,1207,1196,0,2403,2,0,4,TA,10,Typ,2,TA,Attchd,1940.0,Unf,1,TA,TA,Y,56,0,318,0,0,0,None,6,COD,Normal,244400,0
941,RL,55.0,12640,IR1,Inside,Mitchel,Norm,Duplex,1Story,6,5,1976,Gable,CompShg,Plywood,None,TA,TA,CBlock,TA,TA,Gd,Rec,1728,TA,Y,SBrkr,1728,0,0,1728,2,0,4,TA,8,Typ,0,None,Attchd,1976.0,Unf,2,TA,TA,Y,40,0,0,0,0,0,None,7,WD,Normal,150900,0
942,RL,0.0,8755,IR1,FR2,Gilbert,RRNn,1Fam,2Story,7,5,1999,Gable,CompShg,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,ALQ,992,Ex,Y,SBrkr,1022,1038,0,2060,2,1,3,Gd,8,Typ,1,TA,BuiltIn,1999.0,RFn,2,TA,TA,Y,0,0,0,168,0,0,None,6,WD,Normal,214000,1
943,RL,42.0,7711,IR1,Inside,Edwards,Norm,Duplex,1Story,4,3,1977,Gable,CompShg,MetalSd,None,TA,TA,PConc,Gd,TA,Gd,GLQ,1440,TA,Y,SBrkr,1440,0,0,1440,2,0,4,TA,8,Typ,0,None,None,None,None,0,None,None,N,321,0,0,0,0,0,None,8,Oth,Abnorml,150000,1
944,RL,100.0,25000,Reg,Inside,Mitchel,Norm,Duplex,1Story,5,4,1967,Gable,CompShg,HdBoard,None,TA,TA,CBlock,TA,TA,Av,Unf,1632,TA,Y,SBrkr,1632,0,0,1632,2,0,4,TA,8,Typ,0,None,Attchd,1967.0,Unf,2,TA,TA,P,0,0,0,0,0,0,None,6,WD,Normal,143000,0
945,RL,0.0,14375,IR1,CulDSac,Timber,Norm,1Fam,SLvl,6,6,1958,Gable,CompShg,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,GLQ,819,Gd,Y,FuseA,1344,0,0,1344,1,0,3,Gd,7,Typ,1,Gd,Basment,1958.0,RFn,2,TA,TA,Y,0,118,0,0,233,0,None,1,COD,Abnorml,137500,1
946,RM,98.0,8820,Reg,Corner,OldTown,Norm,1Fam,1.5Fin,5,6,1890,Hip,CompShg,VinylSd,None,TA,TA,BrkTil,TA,TA,No,LwQ,1088,TA,Y,SBrkr,1188,561,120,1869,1,0,2,TA,7,Typ,0,None,Detchd,1963.0,Unf,2,TA,TA,Y,48,0,244,0,0,0,None,9,WD,Normal,124900,0
947,RL,70.0,8163,Reg,Inside,NAmes,Norm,1Fam,SLvl,5,6,1959,Gable,CompShg,HdBoard,BrkFace,TA,Gd,CBlock,TA,TA,Av,ALQ,1144,TA,Y,SBrkr,1144,0,0,1144,1,0,3,TA,6,Typ,1,TA,Attchd,1959.0,RFn,1,TA,TA,Y,86,0,0,0,0,0,None,3,WD,Normal,143000,1
948,RL,85.0,14536,Reg,Inside,Timber,Norm,1Fam,1Story,8,5,2002,Hip,CompShg,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,1616,Ex,Y,SBrkr,1629,0,0,1629,2,0,3,Gd,9,Typ,1,Gd,Attchd,2002.0,Fin,3,TA,TA,Y,0,252,0,0,0,0,None,11,WD,Normal,270000,1
949,RL,65.0,14006,IR1,Inside,CollgCr,Norm,1Fam,2Story,7,5,2002,Gable,CompShg,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,None,Unf,936,Ex,Y,SBrkr,936,840,0,1776,2,1,3,Gd,7,Typ,1,TA,Attchd,2002.0,RFn,2,TA,TA,Y,144,96,0,0,0,0,None,2,WD,Normal,192500,0
950,RL,78.0,9360,Reg,Inside,NWAmes,Norm,1Fam,1Story,6,7,1972,Hip,CompShg,Plywood,None,TA,TA,CBlock,TA,TA,No,ALQ,1161,TA,Y,SBrkr,1381,0,0,1381,1,1,3,Gd,5,Typ,1,TA,Attchd,1972.0,RFn,2,TA,TA,Y,0,0,0,0,0,0,None,3,WD,Normal,197500,1
951,RL,60.0,7200,Reg,Inside,NAmes,Norm,1Fam,1Story,5,8,1950,Gable,CompShg,VinylSd,None,TA,TA,CBlock,TA,TA,No,ALQ,864,Gd,Y,SBrkr,864,0,0,864,1,0,3,Gd,5,Typ,0,None,Detchd,1980.0,RFn,2,TA,TA,Y,194,0,0,0,0,0,None,7,WD,Normal,129000,1
952,RH,60.0,7800,Reg,Corner,SawyerW,Norm,1Fam,1Story,5,5,1965,Gable,CompShg,VinylSd,None,TA,TA,CBlock,TA,TA,No,BLQ,828,Gd,Y,SBrkr,965,0,0,965,1,0,3,TA,6,Typ,0,None,Detchd,1979.0,Unf,1,TA,TA,Y,421,0,0,0,0,0,None,7,WD,Abnorml,119900,1
953,RL,60.0,7200,Reg,Inside,CollgCr,Norm,1Fam,SFoyer,5,8,1972,Gable,CompShg,WdShing,None,TA,Gd,CBlock,Gd,TA,Av,GLQ,768,Gd,Y,SBrkr,768,0,0,768,1,0,2,TA,5,Typ,0,None,Detchd,1974.0,Fin,1,TA,TA,Y,192,0,0,0,0,0,None,4,WD,Normal,133900,1
954,RL,0.0,11075,IR1,Inside,Mitchel,Norm,1Fam,2Story,5,4,1969,Gable,CompShg,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,Av,ALQ,784,Ex,Y,SBrkr,1168,800,0,1968,2,1,4,TA,7,Min2,1,Po,Attchd,1969.0,RFn,2,TA,TA,Y,305,189,0,0,0,0,Shed,9,WD,Normal,172000,1
955,RL,35.0,9400,IR1,CulDSac,Edwards,Norm,Duplex,SFoyer,6,5,1975,Flat,Tar&Grv,WdShing,BrkFace,TA,TA,CBlock,Gd,Gd,Gd,GLQ,945,TA,Y,SBrkr,980,0,0,980,2,0,4,TA,4,Typ,0,None,None,None,None,0,None,None,Y,0,0,0,0,0,0,None,10,WD,AdjLand,127500,1
